Member_ID,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,Age_Range,Generation,MOBILE_NO,UUID,Total_point,FirstPurchaseDate
M001764,Betty,Smith,F,2000-06-18,25-34,Gen Z,0842849585,65749749-5299,8020,2022-04-23
M001765,Susan,Smith,F,1971-12-25,45-54,Gen X,0873305233,64227365-9498,1426,2024-03-26
M001766,William,Davis,M,1976-10-04,45-54,Gen X,0844942332,58746187-5352,7927,2022-07-05
M001767,William,Williams,M,1967-02-02,55+,Gen X,0878575617,99896917-8431,6265,2025-04-24
M001768,Richard,Smith,M,1970-12-16,55+,Gen X,0868993592,26230918-8680,2876,2021-08-22
M001769,James,Davis,M,1960-11-30,55+,Boomer,0885763872,97965773-4049,479,2023-03-06
M001770,Daniel,Martinez,M,1966-12-01,55+,Gen X,0865289687,32977078-2651,6997,2023-11-28
M001771,Matthew,Jones,M,1990-06-04,35-44,Millennial,0883908190,29310301-4874,2728,2023-11-12
M001772,Mark,Martinez,M,1971-12-05,45-54,Gen X,0852977013,84617558-6047,4370,2024-02-16
M001773,Betty,Lopez,F,1974-11-26,45-54,Gen X,0831684442,62758546-5748,4049,2021-10-11
M001774,Elizabeth,Martinez,F,1974-05-10,45-54,Gen X,0825633534,34220993-8320,9889,2025-08-01
M001775,Daniel,Williams,M,1978-02-10,45-54,Gen X,0831755294,17440698-6424,4038,2025-08-25
M001776,Betty,Johnson,F,1992-07-05,25-34,Millennial,0853872657,28559005-9502,3981,2022-03-01
M001777,David,Wilson,M,1982-08-25,35-44,Millennial,0817286763,83548560-4087,2838,2021-01-09
M001778,Nancy,Wilson,F,1962-07-26,55+,Boomer,0879608534,77573352-9288,9321,2024-06-22
M001779,Anthony,Lopez,M,1960-09-12,55+,Boomer,0899569919,79032815-6855,3025,2022-11-18
M001780,Mary,Wilson,F,2003-11-28,18-24,Gen Z,0812326935,47330001-5949,3871,2024-11-03
M001781,Jennifer,Davis,F,2001-09-15,18-24,Gen Z,0831878126,38192623-2533,374,2022-11-19
M001782,Mark,Lopez,M,1968-09-22,55+,Gen X,0899121694,13225245-2515,4960,2022-08-09
M001783,John,Martinez,M,1994-03-11,25-34,Millennial,0887383120,65778794-8702,1354,2022-11-19
M001784,Jennifer,Martinez,F,1998-12-28,25-34,Gen Z,0863394430,16498347-3472,2486,2021-04-06
M001785,Matthew,Lopez,M,1976-08-20,45-54,Gen X,0872619658,98608237-3287,876,2021-10-25
M001786,Michael,Johnson,M,1981-08-22,35-44,Millennial,0824026495,27381528-3960,685,2021-10-24
M001787,Thomas,Williams,M,1984-04-11,35-44,Millennial,0881022010,68738639-5074,3243,2025-12-24
M001788,John,Jones,M,1969-12-11,55+,Gen X,0867908044,61040801-6526,3414,2025-01-22
M001789,Thomas,Hernandez,M,1963-10-18,55+,Boomer,0879926458,23908925-3451,4621,2022-02-03
M001790,Mary,Wilson,F,1970-04-04,55+,Gen X,0862986971,93932840-9598,2303,2023-01-19
M001791,Linda,Williams,F,1967-10-25,55+,Gen X,0860409083,27288238-1280,9689,2022-12-28
M001792,Susan,Lopez,F,1982-02-11,35-44,Millennial,0897933602,10165903-4516,9320,2025-06-05
M001793,Mary,Wilson,F,1999-11-15,25-34,Gen Z,0870899191,25924978-3324,4513,2022-07-12
M001794,Karen,Garcia,F,1981-10-10,35-44,Millennial,0827493080,38455850-1443,4249,2021-12-25
M001795,John,Williams,M,1976-02-19,45-54,Gen X,0866701593,26523927-6928,2653,2024-04-18
M001796,Elizabeth,Smith,F,1995-05-11,25-34,Millennial,0893137786,18256881-8259,1398,2024-07-28
M001797,Richard,Brown,M,1998-01-07,25-34,Gen Z,0847768705,81275948-2753,5609,2023-05-28
M001798,Matthew,Hernandez,M,1965-03-17,55+,Gen X,0839774445,48313228-1530,4091,2021-02-01
M001799,Jessica,Davis,F,1969-04-26,55+,Gen X,0870595763,59468104-7933,5050,2025-02-12
M001800,Nancy,Hernandez,F,1983-09-07,35-44,Millennial,0848257905,67065365-3825,4032,2023-08-27
M001801,David,Anderson,M,1989-07-21,35-44,Millennial,0868275307,10366686-2811,722,2025-01-25
M001802,Mark,Wilson,M,1974-01-15,45-54,Gen X,0815198305,37812524-1436,6759,2025-04-04
M001803,Jessica,Jones,F,2000-07-04,25-34,Gen Z,0831726408,66882181-9458,698,2025-01-17
M001804,Mark,Lopez,M,1963-09-15,55+,Boomer,0870097492,24415273-3426,9711,2021-12-04
M001805,Betty,Smith,F,1977-02-02,45-54,Gen X,0836237653,78231337-1695,6694,2024-02-08
M001806,Thomas,Lopez,M,1991-09-25,25-34,Millennial,0820698169,16415390-5714,5916,2025-05-16
M001807,Patricia,Wilson,F,1980-12-17,45-54,Gen X,0825328450,36380976-1406,285,2025-07-06
M001808,Karen,Anderson,F,1972-04-06,45-54,Gen X,0857692057,69971142-7978,7036,2025-05-16
M001809,James,Johnson,M,1971-03-17,55+,Gen X,0854796872,36704602-4282,9944,2024-03-27
M001810,Elizabeth,Anderson,F,1978-08-28,45-54,Gen X,0868627491,29986839-2293,5787,2025-02-17
M001811,David,Lopez,M,1976-03-08,45-54,Gen X,0814306326,17728375-5358,6602,2024-07-04
M001812,Susan,Hernandez,F,1969-03-07,55+,Gen X,0819101470,25633618-1828,7322,2025-08-22
M001813,Jennifer,Jones,F,2004-02-29,18-24,Gen Z,0897926462,45258217-4865,8910,2025-02-27
M001814,Nancy,Smith,F,1985-11-08,35-44,Millennial,0899618476,18828684-6188,2820,2021-05-20
M001815,Mark,Martinez,M,1986-04-18,35-44,Millennial,0890253253,76693570-7471,9930,2025-08-21
M001816,Matthew,Johnson,M,1993-07-19,25-34,Millennial,0889231027,68923910-2970,6792,2024-10-18
M001817,Jennifer,Miller,F,1982-01-25,35-44,Millennial,0829923261,39029091-8945,4696,2021-08-16
M001818,Patricia,Brown,F,1994-09-29,25-34,Millennial,0868638880,34563902-4455,8444,2025-10-10
M001819,Daniel,Davis,M,2006-02-04,18-24,Gen Z,0845448743,32165081-8058,2286,2021-04-15
M001820,Christopher,Davis,M,1971-12-22,45-54,Gen X,0824185631,21948440-7729,899,2022-11-22
M001821,Matthew,Wilson,M,1963-05-04,55+,Boomer,0844828357,22761159-9941,1371,2022-06-22
M001822,Linda,Johnson,F,2000-07-27,25-34,Gen Z,0813008243,82142272-9251,9628,2023-11-17
M001823,Michael,Rodriguez,M,1980-11-03,45-54,Gen X,0850817500,81820436-3264,2633,2021-08-12
M001824,Daniel,Davis,M,1973-09-08,45-54,Gen X,0868742783,11548070-9832,2827,2021-01-09
M001825,Richard,Davis,M,1985-07-16,35-44,Millennial,0899467394,22575807-3946,3095,2024-10-03
M001826,Nancy,Miller,F,2000-04-14,25-34,Gen Z,0899655261,21278653-3585,8370,2024-11-27
M001827,Margaret,Williams,F,1967-04-11,55+,Gen X,0866837787,85120173-9268,2464,2024-12-25
M001828,Nancy,Hernandez,F,1975-04-12,45-54,Gen X,0895280411,16714292-5376,706,2025-06-08
M001829,Robert,Wilson,M,2000-05-18,25-34,Gen Z,0866844267,25098554-6809,6998,2021-08-18
M001830,David,Davis,M,1987-04-04,35-44,Millennial,0884250773,84918674-4672,5460,2024-06-04
M001831,Nancy,Wilson,F,1963-04-12,55+,Boomer,0896057307,63439886-3977,4798,2021-10-14
M001832,Nancy,Miller,F,1981-06-10,35-44,Millennial,0843373898,45545064-8033,419,2023-08-17
M001833,Linda,Johnson,F,1978-03-12,45-54,Gen X,0830528501,85273750-6538,1674,2024-03-06
M001834,Nancy,Wilson,F,1990-04-26,35-44,Millennial,0864577083,46939031-9890,8957,2022-01-17
M001835,Robert,Rodriguez,M,1980-06-17,45-54,Gen X,0877351635,40595207-1673,7141,2022-05-13
M001836,Linda,Wilson,F,1972-08-03,45-54,Gen X,0890791349,87275890-2116,6961,2021-10-27
M001837,Michael,Jones,M,2001-11-22,18-24,Gen Z,0825159382,88718420-5067,5861,2025-11-27
M001838,James,Lopez,M,1980-01-21,45-54,Gen X,0841225607,38634519-8784,6678,2021-06-06
M001839,John,Jones,M,1985-06-04,35-44,Millennial,0878591106,22669557-7563,5446,2021-03-12
M001840,Margaret,Jones,F,1975-01-03,45-54,Gen X,0845189571,26719412-2595,7027,2023-11-02
M001841,Anthony,Jones,M,1989-02-28,35-44,Millennial,0886130890,65887036-7587,1035,2024-12-16
M001842,Mark,Rodriguez,M,1997-03-19,25-34,Gen Z,0844721033,89798773-9818,9391,2025-11-02
M001843,Richard,Davis,M,1971-01-04,55+,Gen X,0823005444,46439924-2304,7255,2023-07-17
M001844,Mark,Brown,M,1985-05-01,35-44,Millennial,0834791083,62951530-7169,4342,2025-07-20
M001845,Anthony,Martinez,M,1980-03-25,45-54,Gen X,0893019717,83759636-8214,5105,2025-07-19
M001846,Betty,Anderson,F,2000-09-25,25-34,Gen Z,0855672278,88967294-5279,5137,2021-02-04
M001847,Anthony,Martinez,M,1962-12-19,55+,Boomer,0817863558,74123420-6919,4036,2024-12-02
M001848,Jennifer,Johnson,F,1976-02-06,45-54,Gen X,0866704595,18303664-4720,9764,2025-09-26
M001849,Patricia,Miller,F,1985-11-08,35-44,Millennial,0865135245,96921883-3060,1638,2025-10-09
M001850,Susan,Martinez,F,2002-08-29,18-24,Gen Z,0875163798,11030568-1805,405,2025-11-21
M001851,Margaret,Williams,F,1986-06-17,35-44,Millennial,0887895123,43583658-3931,769,2023-07-13
M001852,Margaret,Lopez,F,1970-05-09,55+,Gen X,0868372365,67893475-9151,6724,2021-06-26
M001853,Elizabeth,Williams,F,2005-10-02,18-24,Gen Z,0852244708,66853378-6966,8028,2024-06-18
M001854,Daniel,Davis,M,1986-10-03,35-44,Millennial,0839626238,35808393-9297,9971,2021-07-05
M001855,Mark,Garcia,M,1989-08-19,35-44,Millennial,0861171904,27556501-4019,6860,2023-12-10
M001856,Michael,Miller,M,1965-09-30,55+,Gen X,0891020593,91636610-6685,3750,2021-01-23
M001857,Linda,Anderson,F,1995-01-12,25-34,Millennial,0833475742,30422009-5818,2966,2024-07-16
M001858,Elizabeth,Miller,F,1997-10-02,25-34,Gen Z,0892312126,19037184-7392,454,2021-02-06
M001859,Betty,Johnson,F,2000-09-02,25-34,Gen Z,0877559901,43715633-9739,8471,2024-01-01
M001860,Michael,Davis,M,1968-06-28,55+,Gen X,0863161086,74585618-9102,9155,2022-04-28
M001861,David,Martinez,M,1967-09-18,55+,Gen X,0869604527,11828041-5476,7309,2022-12-14
M001862,Linda,Hernandez,F,1979-02-07,45-54,Gen X,0829766881,24885782-3697,876,2022-09-09
M001863,Anthony,Wilson,M,1975-09-24,45-54,Gen X,0840598413,67724859-6664,9645,2024-09-02
M001864,Karen,Garcia,F,1965-12-24,55+,Gen X,0859458666,45531069-9422,2864,2023-03-04
M001865,Christopher,Garcia,M,1989-09-10,35-44,Millennial,0846017965,16328242-1515,7032,2023-05-21
M001866,Elizabeth,Hernandez,F,1976-09-25,45-54,Gen X,0829547737,36415300-2256,1825,2022-04-05
M001867,Elizabeth,Wilson,F,1971-05-09,45-54,Gen X,0875934922,93321027-2390,7385,2024-07-25
M001868,James,Hernandez,M,1987-04-19,35-44,Millennial,0896102774,32328144-9016,2780,2021-04-28
M001869,Lisa,Williams,F,2001-07-11,18-24,Gen Z,0857463440,11693235-9894,995,2021-10-26
M001870,Patricia,Anderson,F,2003-11-01,18-24,Gen Z,0854151097,95274112-4184,543,2024-10-26
M001871,William,Lopez,M,1971-07-05,45-54,Gen X,0829438263,45804636-4759,5423,2022-05-01
M001872,Anthony,Wilson,M,1966-01-26,55+,Gen X,0879082162,19277609-7493,7217,2024-09-10
M001873,Richard,Garcia,M,1994-10-22,25-34,Millennial,0844105074,44144090-6889,4286,2023-07-02
M001874,Christopher,Garcia,M,1962-02-16,55+,Boomer,0873768377,90902071-4562,7378,2025-02-01
M001875,Patricia,Hernandez,F,1968-01-16,55+,Gen X,0829741221,82025376-8479,8230,2025-11-09
M001876,Margaret,Martinez,F,1969-05-27,55+,Gen X,0867121045,88695322-9645,8429,2022-12-20
M001877,Robert,Garcia,M,1975-05-26,45-54,Gen X,0827830140,74336097-2714,4493,2024-11-05
M001878,Jessica,Brown,F,2004-01-25,18-24,Gen Z,0890291375,82537571-7247,4139,2022-05-05
M001879,Christopher,Hernandez,M,1991-05-15,25-34,Millennial,0870334957,31841792-9543,3857,2022-10-26
M001880,David,Johnson,M,1964-04-17,55+,Boomer,0883780240,77104727-1492,6420,2022-10-07
M001881,Christopher,Anderson,M,1974-02-21,45-54,Gen X,0887587787,84765427-4474,2748,2022-02-02
M001882,John,Williams,M,1991-12-15,25-34,Millennial,0810283548,12184722-2032,8552,2024-08-14
M001883,Jennifer,Smith,F,2004-06-23,18-24,Gen Z,0894742266,90110065-8878,6328,2021-01-18
M001884,Robert,Brown,M,1982-09-01,35-44,Millennial,0822474259,48757233-2011,3854,2025-05-11
M001885,Matthew,Johnson,M,1968-07-01,55+,Gen X,0816357179,74771844-5527,6899,2025-11-05
M001886,William,Jones,M,1979-05-20,45-54,Gen X,0852465445,23107454-1571,59,2022-12-25
M001887,Thomas,Anderson,M,1980-12-13,45-54,Gen X,0810470877,59668381-5570,5397,2025-07-15
M001888,William,Smith,M,1962-02-26,55+,Boomer,0868507072,68096255-7388,6915,2023-02-03
M001889,Matthew,Miller,M,1982-10-14,35-44,Millennial,0821615436,22119360-4683,4623,2021-08-18
M001890,Jennifer,Miller,F,1966-05-22,55+,Gen X,0846086390,93028933-8691,687,2025-10-01
M001891,Margaret,Rodriguez,F,1993-08-05,25-34,Millennial,0866329894,83582824-4314,4820,2025-03-13
M001892,Linda,Miller,F,1967-07-28,55+,Gen X,0812070527,80860851-4835,8846,2024-09-18
M001893,Thomas,Rodriguez,M,1962-04-17,55+,Boomer,0896011916,75135201-2190,5965,2021-06-26
M001894,Linda,Garcia,F,1977-02-06,45-54,Gen X,0886416822,70998022-7177,382,2025-04-05
M001895,Michael,Williams,M,1978-03-23,45-54,Gen X,0858117953,71008953-9552,9458,2025-03-13
M001896,Robert,Johnson,M,1971-03-17,55+,Gen X,0886724177,59465107-3280,1193,2024-06-11
M001897,Jennifer,Davis,F,1974-07-28,45-54,Gen X,0849028814,22108094-3260,7999,2023-07-20
M001898,Mark,Johnson,M,1999-06-08,25-34,Gen Z,0896567889,84011120-3370,4592,2021-10-23
M001899,Linda,Miller,F,1988-12-14,35-44,Millennial,0831839746,28913059-8823,5476,2025-10-03
M001900,Mary,Wilson,F,1960-11-06,55+,Boomer,0859182925,45755742-3160,1724,2025-06-22
M001901,Susan,Davis,F,2003-09-29,18-24,Gen Z,0868400503,77887006-3071,47,2025-03-05
M001902,Sarah,Anderson,F,2005-03-12,18-24,Gen Z,0887111120,12424215-1815,1038,2024-04-23
M001903,Jessica,Jones,F,2002-07-19,18-24,Gen Z,0833042106,38356463-3228,4562,2024-03-17
M001904,Christopher,Martinez,M,1985-10-23,35-44,Millennial,0810678721,17839760-2457,7954,2025-11-27
M001905,David,Lopez,M,1989-07-26,35-44,Millennial,0842261979,22091603-3232,6876,2021-07-18
M001906,Mary,Davis,F,2002-02-09,18-24,Gen Z,0857168440,85491870-1966,1498,2021-10-12
M001907,Daniel,Williams,M,1977-01-21,45-54,Gen X,0898172626,21566031-6160,3046,2024-02-24
M001908,Anthony,Garcia,M,1991-08-01,25-34,Millennial,0817145766,86438590-3230,3270,2021-01-15
M001909,Mark,Miller,M,1968-10-10,55+,Gen X,0811973784,10617870-8927,4201,2021-09-19
M001910,Karen,Lopez,F,1985-03-23,35-44,Millennial,0849330568,40467872-3307,9297,2025-08-14
M001911,Richard,Garcia,M,1997-05-12,25-34,Gen Z,0844506148,47450576-8736,1893,2024-12-03
M001912,Thomas,Brown,M,1986-06-13,35-44,Millennial,0821092083,38617553-2158,581,2023-06-02
M001913,William,Wilson,M,1970-04-14,55+,Gen X,0891976681,64127552-4633,3001,2021-08-10
M001914,Mark,Wilson,M,1982-08-04,35-44,Millennial,0844364245,80332493-4964,5527,2022-07-17
M001915,Richard,Anderson,M,1988-06-08,35-44,Millennial,0868441314,15223457-8033,7336,2022-10-18
M001916,Anthony,Jones,M,1986-06-11,35-44,Millennial,0877562496,36203586-9964,4974,2022-06-26
M001917,Richard,Wilson,M,1965-10-19,55+,Gen X,0864477927,28508590-9850,777,2023-06-02
M001918,Sarah,Jones,F,1961-02-24,55+,Boomer,0862811125,58332620-8356,5497,2023-02-12
M001919,Linda,Brown,F,1969-12-16,55+,Gen X,0811306363,89734272-1557,8861,2023-06-04
M001920,Thomas,Hernandez,M,1961-10-14,55+,Boomer,0813698549,99400067-2666,3826,2021-02-04
M001921,Margaret,Rodriguez,F,1982-01-27,35-44,Millennial,0890668480,12563103-3331,5382,2023-12-15
M001922,Mary,Hernandez,F,1961-12-21,55+,Boomer,0832574091,95073357-1389,6653,2025-06-08
M001923,Elizabeth,Lopez,F,2000-03-27,25-34,Gen Z,0833773513,10087245-2354,2215,2022-08-11
M001924,Mary,Smith,F,1995-08-12,25-34,Millennial,0816814758,20595135-6234,1818,2023-04-28
M001925,William,Wilson,M,1964-04-03,55+,Boomer,0888946941,44846904-8211,5567,2021-08-10
M001926,Thomas,Johnson,M,1977-03-22,45-54,Gen X,0835670862,27332224-8597,9747,2025-01-12
M001927,Lisa,Smith,F,1991-04-07,25-34,Millennial,0818826541,16461845-1159,6433,2023-11-20
M001928,Robert,Wilson,M,2005-11-26,18-24,Gen Z,0887709140,25907148-1049,4545,2023-03-02
M001929,Richard,Smith,M,1973-05-09,45-54,Gen X,0848146203,18644892-2179,8892,2023-11-20
M001930,James,Hernandez,M,1984-05-04,35-44,Millennial,0892758578,33389105-9936,5884,2023-04-12
M001931,Linda,Smith,F,1982-08-30,35-44,Millennial,0819484050,14463768-1971,6677,2024-10-19
M001932,Matthew,Smith,M,1980-05-28,45-54,Gen X,0867508694,83483941-1963,1207,2025-07-23
M001933,Sarah,Jones,F,2003-03-20,18-24,Gen Z,0842431822,74287873-9207,4375,2022-12-07
M001934,Daniel,Anderson,M,1987-10-09,35-44,Millennial,0887987635,60327438-4686,336,2021-07-16
M001935,Jessica,Wilson,F,1995-09-23,25-34,Millennial,0854035727,11080445-4571,2632,2023-01-03
M001936,Patricia,Miller,F,1985-11-05,35-44,Millennial,0827449362,62501008-4008,4683,2021-08-18
M001937,Linda,Martinez,F,2002-04-24,18-24,Gen Z,0835067866,98783880-3448,3585,2022-05-11
M001938,Michael,Smith,M,2003-05-23,18-24,Gen Z,0815346404,96322270-7910,760,2023-04-01
M001939,Karen,Jones,F,1991-03-07,35-44,Millennial,0830329530,25656264-2448,6291,2024-08-08
M001940,Daniel,Smith,M,1987-04-02,35-44,Millennial,0854897404,71275566-6473,9217,2025-09-15
M001941,Nancy,Anderson,F,1995-01-28,25-34,Millennial,0832950147,89647361-7938,5106,2022-07-02
M001942,James,Miller,M,1963-12-20,55+,Boomer,0811137010,28987151-8496,6062,2023-09-06
M001943,Robert,Davis,M,1977-03-05,45-54,Gen X,0889971987,26922485-1017,7289,2021-02-26
M001944,Linda,Brown,F,1960-06-13,55+,Boomer,0810821305,34284355-4097,7068,2022-02-21
M001945,Michael,Garcia,M,1973-01-14,45-54,Gen X,0880095741,86886722-9009,70,2023-10-04
M001946,Jennifer,Wilson,F,1998-06-28,25-34,Gen Z,0868590128,38378459-9774,6085,2023-09-18
M001947,Anthony,Martinez,M,1985-05-28,35-44,Millennial,0872243471,73142083-3743,1543,2024-09-17
M001948,Anthony,Smith,M,1984-11-14,35-44,Millennial,0874256765,81803531-4538,1100,2025-07-20
M001949,Christopher,Martinez,M,1975-12-20,45-54,Gen X,0878325483,47058987-6434,5095,2021-11-04
M001950,David,Lopez,M,1975-12-25,45-54,Gen X,0810163632,17244313-3910,9030,2022-10-10
M001951,Matthew,Anderson,M,1992-01-04,25-34,Millennial,0898917279,30869120-1969,4128,2021-05-09
M001952,Elizabeth,Hernandez,F,1993-01-05,25-34,Millennial,0880450969,24724522-2081,6905,2023-10-20
M001953,Anthony,Smith,M,1963-01-16,55+,Boomer,0894195153,11750973-3090,591,2022-01-09
M001954,James,Anderson,M,1998-01-05,25-34,Gen Z,0868909058,76844055-6884,2083,2021-04-12
M001955,John,Wilson,M,1997-06-28,25-34,Gen Z,0822554330,66093439-6496,770,2024-05-13
M001956,John,Hernandez,M,2002-09-16,18-24,Gen Z,0889842205,40978675-8208,7486,2024-06-13
M001957,Daniel,Rodriguez,M,1992-01-06,25-34,Millennial,0819534513,13075969-3652,9801,2021-07-22
M001958,Thomas,Jones,M,1981-05-09,35-44,Millennial,0815486368,31356906-9698,3574,2021-01-09
M001959,Anthony,Rodriguez,M,1989-02-08,35-44,Millennial,0893226902,61955598-7420,2657,2022-10-03
M001960,Michael,Miller,M,1975-03-11,45-54,Gen X,0877254787,17499695-7011,6649,2025-06-27
M001961,Jessica,Davis,F,2003-08-27,18-24,Gen Z,0841389215,62881948-3506,1378,2025-09-26
M001962,Susan,Garcia,F,2002-10-07,18-24,Gen Z,0888009158,48512397-5173,4923,2021-08-14
M001963,Patricia,Hernandez,F,1986-05-10,35-44,Millennial,0835308700,40161371-7829,5632,2021-05-21
M001964,Linda,Davis,F,1994-01-06,25-34,Millennial,0832675186,61719505-3206,7108,2021-02-10
M001965,Robert,Brown,M,1979-04-11,45-54,Gen X,0828447613,56106831-6252,4367,2022-02-22
M001966,Christopher,Lopez,M,1974-05-18,45-54,Gen X,0892906190,23164895-7677,2416,2022-12-10
M001967,Matthew,Martinez,M,1969-04-04,55+,Gen X,0861038473,45389150-4614,3293,2025-06-26
M001968,David,Lopez,M,1987-07-23,35-44,Millennial,0835052945,59074470-1943,5974,2025-04-08
M001969,Robert,Brown,M,2003-03-23,18-24,Gen Z,0842331122,20408360-2289,5993,2025-08-13
M001970,William,Lopez,M,1988-09-06,35-44,Millennial,0872666858,62399178-5400,8181,2023-08-13
M001971,Betty,Wilson,F,1965-09-30,55+,Gen X,0836758764,58384498-4930,7153,2023-10-16
M001972,Jessica,Miller,F,1967-07-06,55+,Gen X,0861312479,18533850-8059,3418,2023-03-03
M001973,William,Jones,M,1983-03-05,35-44,Millennial,0881871771,11062915-6440,5019,2025-02-27
M001974,Linda,Wilson,F,1980-05-15,45-54,Gen X,0829138827,53365278-7081,9432,2024-07-10
M001975,Linda,Johnson,F,1991-03-08,35-44,Millennial,0870827518,47068773-3239,3925,2023-12-19
M001976,Robert,Williams,M,1982-01-13,35-44,Millennial,0848374892,17065104-5338,8920,2025-04-08
M001977,Richard,Anderson,M,1998-10-09,25-34,Gen Z,0852511436,51466066-4497,914,2024-10-14
M001978,Matthew,Wilson,M,1976-11-22,45-54,Gen X,0823992174,12425579-1491,8751,2021-08-17
M001979,Linda,Williams,F,1999-01-31,25-34,Gen Z,0859440487,83683223-8317,1513,2025-05-11
M001980,James,Garcia,M,1963-10-29,55+,Boomer,0833651605,68108970-9281,7547,2023-05-28
M001981,Mary,Johnson,F,1974-12-09,45-54,Gen X,0896277277,31958106-1414,8667,2024-06-24
M001982,James,Davis,M,1976-07-29,45-54,Gen X,0827724374,87484527-8044,6558,2023-07-07
M001983,Thomas,Smith,M,1998-10-21,25-34,Gen Z,0818314171,96665124-1764,5850,2022-08-18
M001984,John,Garcia,M,1985-04-17,35-44,Millennial,0879678327,98353556-1747,595,2021-03-16
M001985,Anthony,Williams,M,2001-10-04,18-24,Gen Z,0835005914,52921300-8587,3192,2021-07-01
M001986,Patricia,Martinez,F,1962-01-17,55+,Boomer,0839208016,63418120-9668,1422,2024-03-02
M001987,Michael,Brown,M,1981-05-02,35-44,Millennial,0856420975,57119069-3525,8488,2024-03-24
M001988,Daniel,Hernandez,M,1994-05-23,25-34,Millennial,0894713882,75047236-5032,5635,2022-12-12
M001989,Lisa,Hernandez,F,1992-11-13,25-34,Millennial,0829912354,32679569-3470,7253,2022-12-20
M001990,Christopher,Martinez,M,1967-12-21,55+,Gen X,0810191149,48564701-6957,7760,2022-06-08
M001991,James,Miller,M,1979-02-01,45-54,Gen X,0878085419,56977287-1569,7692,2024-02-02
M001992,Mary,Rodriguez,F,1994-08-26,25-34,Millennial,0891488185,76818175-2979,8284,2022-04-13
M001993,Michael,Smith,M,1975-01-14,45-54,Gen X,0830934062,63207360-2634,5803,2025-04-18
M001994,Anthony,Johnson,M,1974-04-11,45-54,Gen X,0894592986,68350056-5294,8751,2023-07-16
M001995,William,Davis,M,1990-01-06,35-44,Millennial,0829481516,38161588-4550,2502,2022-03-23
M001996,Matthew,Johnson,M,1967-10-22,55+,Gen X,0844058594,30665324-6670,9178,2025-03-23
M001997,David,Lopez,M,1983-08-21,35-44,Millennial,0817671873,60603699-3998,5530,2022-06-21
M001998,Richard,Brown,M,1965-07-18,55+,Gen X,0842835306,18948174-2879,8709,2021-05-13
M001999,Elizabeth,Johnson,F,1991-03-11,35-44,Millennial,0875171676,99791980-6165,3753,2025-05-25
M002000,Matthew,Rodriguez,M,1985-12-29,35-44,Millennial,0811818925,98582538-2175,3600,2024-03-13
